name,type,district,accessibility,travel_time_min,dist_to_fault_km
义井镇法治文化广场,避难所,长丰县,不可达,999.0,31.41
梅元村新时代文明实践站文化广场,避难所,长丰县,不可达,999.0,19.24
杨庙镇陶店村远教文化广场,避难所,长丰县,不可达,999.0,23.66
西苑广场,避难所,巢湖市,不可达,999.0,2.53
法治文化广场,避难所,巢湖市,不可达,999.0,2.12
鸽子笼村文化广场,避难所,肥西县,不可达,999.0,30.47
世纪新都中心广场,避难所,巢湖市,不可达,999.0,4.52
始糖文化广场,避难所,长丰县,不可达,999.0,24.9
周瑜广场,避难所,庐江县,不可达,999.0,0.76
摩友广场,避难所,巢湖市,不可达,999.0,1.4
塔山广场,避难所,庐江县,不可达,999.0,1.55
文化体育广场,避难所,肥东县,不可达,999.0,2.5
天河街道盛湾社区远教文化广场,避难所,巢湖市,不可达,999.0,1.87
风荷园广场,避难所,巢湖市,不可达,999.0,3.71
太阳神广场,避难所,庐江县,不可达,999.0,9.45
冶父山-铸剑广场,避难所,庐江县,不可达,999.0,4.06
下塘镇安全文化广场,避难所,长丰县,不可达,999.0,19.45
西山社区文化广场,避难所,巢湖市,不可达,999.0,7.58
散兵镇政法综合广场,避难所,巢湖市,不可达,999.0,8.52
肥东县西小郢东方之音广场,避难所,肥东县,不可达,999.0,1.54
凤凰山街道远教文化广场,避难所,巢湖市,不可达,999.0,4.3
东明巴滩村民广场,避难所,庐江县,不可达,999.0,9.51
冶父山孝慈广场,避难所,庐江县,不可达,999.0,4.08
健康园广场,避难所,巢湖市,不可达,999.0,2.51
黄桃党建广场,避难所,庐江县,不可达,999.0,3.2
白马广场,避难所,肥西县,不可达,999.0,24.97
肥西县长镇回族社区文化广场(民族大舞台),避难所,肥西县,不可达,999.0,16.22
金牛镇山尾中心村文化广场,避难所,庐江县,不可达,999.0,3.47
义井镇迎水村健身广场,避难所,长丰县,不可达,999.0,32.35
党建文化广场,避难所,巢湖市,不可达,999.0,7.73
李桥村慈善文化广场,避难所,肥西县,不可达,999.0,33.31
薛桥文化休闲广场,避难所,长丰县,不可达,999.0,28.43
杨宋村小广场,避难所,肥东县,不可达,999.0,1.39
杨店乡黄栗民族村远教文化广场,避难所,肥东县,不可达,999.0,6.3
月亮湾湿地公园林荫广场,避难所,巢湖市,不可达,999.0,4.92
陶老活动广场,避难所,庐江县,不可达,999.0,10.39
文化活动广场,避难所,肥东县,不可达,999.0,3.9
栏杆集广场,避难所,巢湖市,不可达,999.0,8.85
